,SYMBOL,NAME OF COMPANY,macro,sector,industry,basicIndustry
1352,PASUPTAC,Pasupati Acrylon Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
1353,PATANJALI,Patanjali Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
1354,PATELENG,Patel Engineering Limited,Industrials,Construction,Construction,Civil Construction
1355,PATINTLOG,Patel Integrated Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider
1356,PAVNAIND,Pavna Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1357,PAYTM,One 97 Communications Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
1358,PCBL,PCBL Chemical Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black
1359,PCJEWELLER,PC Jeweller Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1360,PDMJEPAPER,Pudumjee Paper Products Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
1361,PDSL,PDS Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
1362,PEARLPOLY,Pearl Polymers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
1363,PEL,Piramal Enterprises Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1364,PENIND,Pennar Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1365,PENINLAND,Peninsula Land Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1366,PERSISTENT,Persistent Systems Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1367,PETRONET,Petronet LNG Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier
1368,PFC,Power Finance Corporation Limited,Financial Services,Financial Services,Finance,Financial Institution
1369,PFIZER,Pfizer Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1370,PFOCUS,Prime Focus Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
1371,PFS,PTC India Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1372,PGEL,PG Electroplast Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
1373,PGHH,Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
1374,PGHL,Procter & Gamble Health Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1375,PGIL,Pearl Global Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
1376,PHOENIXLTD,The Phoenix Mills Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1377,PIDILITIND,Pidilite Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1378,PIGL,Power & Instrumentation (Gujarat) Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
1379,PIIND,PI Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1380,PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,Financial Services,Finance,Holding Company
1381,PILITA,PIL ITALICA LIFESTYLE LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
1382,PIONEEREMB,Pioneer Embroideries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1383,PITTIENG,Pitti Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1384,PIXTRANS,Pix Transmissions Limited,Industrials,Capital Goods,Industrial Products,Rubber
1385,PKTEA,The Peria Karamalai Tea & Produce Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
1386,PLASTIBLEN,Plastiblends India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1387,PLATIND,Platinum Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1388,PLAZACABLE,Plaza Wires Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals
1389,PNB,Punjab National Bank,Financial Services,Financial Services,Banks,Public Sector Bank
1390,PNBGILTS,PNB Gilts Limited,Financial Services,Financial Services,Finance,Investment Company
1391,PNBHOUSING,PNB Housing Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company
1392,PNC,Pritish Nandy Communications Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
1393,PNCINFRA,PNC Infratech Limited,Industrials,Construction,Construction,Civil Construction
1394,PNGJL,P N Gadgil Jewellers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1395,POCL,Pondy Oxides & Chemicals Limited,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
1396,PODDARMENT,Poddar Pigments Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
1397,POKARNA,Pokarna Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles
1398,POLICYBZR,PB Fintech Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
1399,POLYCAB,Polycab India Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals
1400,POLYMED,Poly Medicure Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
1401,POLYPLEX,Polyplex Corporation Limited,Industrials,Capital Goods,Industrial Products,Packaging
1402,PONNIERODE,Ponni Sugars (Erode) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
1403,POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1404,POWERGRID,Power Grid Corporation of India Limited,Utilities,Power,Power,Power - Transmission
1405,POWERINDIA,Hitachi Energy India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1406,POWERMECH,Power Mech Projects Limited,Industrials,Construction,Construction,Civil Construction
1407,PPAP,PPAP Automotive Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1408,PPL,Prakash Pipes Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
1409,PPLPHARMA,Piramal Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1410,PRAENG,Prajay Engineers Syndicate Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1411,PRAJIND,Praj Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1412,PRAKASH,Prakash Industries Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
1413,PRAKASHSTL,Prakash Steelage Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1414,PRAXIS,Praxis Home Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
1415,PRECAM,Precision Camshafts Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1416,PRECOT,Precot Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1417,PRECWIRE,Precision Wires India Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products
1418,PREMEXPLN,Premier Explosives Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives
1419,PREMIER,Premier Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1420,PREMIERENE,Premier Energies Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
1421,PREMIERPOL,Premier Polyfilm Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
1422,PRESTIGE,Prestige Estates Projects Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1423,PRICOLLTD,Pricol Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1424,PRIMESECU,Prime Securities Limited,Financial Services,Financial Services,Finance,Other Financial Services
1425,PRINCEPIPE,Prince Pipes And Fittings Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
1426,PRITI,Priti International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing
1427,PRITIKAUTO,Pritika Auto Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1428,PRIVISCL,Privi Speciality Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1429,PROZONER,Prozone Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1430,PRSMJOHNSN,Prism Johnson Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
1431,PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Financial Services,Capital Markets,Financial Products Distributor
1432,PRUDMOULI,Prudential Sugar Corporation Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
1433,PSB,Punjab & Sind Bank,Financial Services,Financial Services,Banks,Public Sector Bank
1434,PSPPROJECT,PSP Projects Limited,Industrials,Construction,Construction,Civil Construction
1435,PTC,PTC India Limited,Utilities,Power,Power,Power Trading
1436,PTCIL,PTC Industries Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products
1437,PTL,PTL Enterprises Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
1438,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1439,PURVA,Puravankara Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1440,PVP,PVP Ventures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1441,PVRINOX,PVR INOX Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
1442,PVSL,Popular Vehicles and Services Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Auto Dealer
1443,PYRAMID,Pyramid Technoplast Limited,Industrials,Capital Goods,Industrial Products,Packaging
1444,QUADFUTURE,Quadrant Future Tek Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals
1445,QUESS,Quess Corp Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
1446,QUICKHEAL,Quick Heal Technologies Limited,Information Technology,Information Technology,IT - Software,Software Products
1447,RACE,Race Eco Chain Limited,Utilities,Utilities,Other Utilities,Waste Management
1448,RACLGEAR,RACL Geartech Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1449,RADAAN,Radaan Mediaworks India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
1450,RADHIKAJWE,Radhika Jeweltech Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1451,RADIANTCMS,Radiant Cash Management Services Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
1452,RADICO,Radico Khaitan Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
1453,RADIOCITY,Music Broadcast Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
1454,RAILTEL,Railtel Corporation Of India Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services
1455,RAIN,Rain Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
1456,RAINBOW,Rainbow Childrens Medicare Limited,Healthcare,Healthcare,Healthcare Services,Hospital
1457,RAJESHEXPO,Rajesh Exports Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1458,RAJMET,Rajnandini Metal Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products
1459,RAJRATAN,Rajratan Global Wire Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1460,RAJRILTD,Raj Rayon Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1461,RAJSREESUG,Rajshree Sugars & Chemicals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
1462,RAJTV,Raj Television Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
1463,RALLIS,Rallis India Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1464,RAMANEWS,Shree Rama Newsprint Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
1465,RAMAPHO,Rama Phosphates Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
1466,RAMASTEEL,Rama Steel Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1467,RAMCOCEM,The Ramco Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
1468,RAMCOIND,Ramco Industries Limited,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
1469,RAMCOSYS,Ramco Systems Limited,Information Technology,Information Technology,IT - Software,Software Products
1470,RAMKY,Ramky Infrastructure Limited,Industrials,Construction,Construction,Civil Construction
1471,RAMRAT,Ram Ratna Wires Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
1472,RANASUG,Rana Sugars Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
1473,RANEENGINE,Rane Engine Valve Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1474,RANEHOLDIN,Rane Holdings Limited,Financial Services,Financial Services,Finance,Holding Company
1475,RATEGAIN,Rategain Travel Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1476,RATNAMANI,Ratnamani Metals & Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1477,RATNAVEER,Ratnaveer Precision Engineering Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1478,RAYMOND,Raymond Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1479,RAYMONDLSL,Raymond Lifestyle Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
1480,RBA,Restaurant Brands Asia Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
1481,RBL,Rane Brake Lining Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1482,RBLBANK,RBL Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank
1483,RBZJEWEL,RBZ Jewellers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1484,RCF,Rashtriya Chemicals and Fertilizers Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
1485,RECLTD,REC Limited,Financial Services,Financial Services,Finance,Financial Institution
1486,REDINGTON,Redington Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors
1487,REDTAPE,Redtape Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
1488,REFEX,Refex Industries Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Trading - Coal
