,symbol,name of company,macro sector,sector,industry,basic industry,market cap
659,GOLDENTOBC,Golden Tobacco Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,65.35
75,AJMERA,Ajmera Realty & Infra India Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,3648.59
472,DLF,DLF Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,180153.43
391,COUNCODOS,Country Condo's Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,48.58
1439,PVP,PVP Ventures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,671.84
1988,VIPULLTD,Vipul Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,234.27
156,ASHIANA,Ashiana Housing Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,3127.33
1364,PENINLAND,Peninsula Land Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,1172.88
1350,PARSVNATH,Parsvnath Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,906.05
150,ARVSMART,Arvind SmartSpaces Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,3342.33
1342,PANSARI,Pansari Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,348.92
146,ARTNIRMAN,Art Nirman Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,125.78
140,ARKADE,Arkade Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,2710.69
303,BRIGADE,Brigade Enterprises Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,24867.31
139,ARIHANTSUP,Arihant Superstructures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,1876.9
335,CCCL,Consolidated Construction Consortium Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,750.65
1931,UNITECH,Unitech Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,2328.51
1409,PRAENG,Prajay Engineers Syndicate Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,167.85
1421,PRESTIGE,Prestige Estates Projects Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,54595.06
110,ANANTRAJ,Anant Raj Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,18274.06
1428,PROZONER,Prozone Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,533.04
1307,OMAXE,Omaxe Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,1765.9
1603,SBGLP,Suratwwala Business Group Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,1917.99
1297,OBEROIRLTY,Oberoi Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,60721.57
106,AMJLAND,Amj Land Holdings Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,215.25
1438,PURVA,Puravankara Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,6127.95
174,ATALREAL,Atal Realtech Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,149.2
424,DBREALTY,Valor Estate Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,8486.22
1265,NILASPACES,Nila Spaces Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,580.99
511,ELDEHSG,Eldeco Housing And Industries Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,766.97
1032,LANCORHOL,Lancor Holdings Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,223.37
1654,SHRADHA,Shradha Infraprojects Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,394.46
1133,MAXESTATES,Max Estates Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,7901.89
1675,SIL,Standard Industries Limited,Consumer Discretionary,Realty,Realty,Real Estate related services,153.62
1769,SUNTECK,Sunteck Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,6870.34
1759,SUMIT,Sumit Woods Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,463.34
1672,SIGNATURE,Signatureglobal (India) Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,15751.25
1778,SURAJEST,Suraj Estate Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,1720.99
776,HUBTOWN,Hubtown Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,3297.15
1092,MAHLIFE,Mahindra Lifespace Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,6001.83
964,KBCGLOBAL,KBC Global Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,363.4
1065,LPDC,Landmark Property Development Company Limited,Consumer Discretionary,Realty,Realty,Real Estate related services,123.01
1663,SHRIRAMPPS,Shriram Properties Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,1489.4
998,KOLTEPATIL,Kolte - Patil Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,2162.33
724,HDIL,Housing Development and Infrastructure Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
1121,MARATHON,Marathon Nextgen Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,2893.26
1059,LODHA,Macrotech Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,112354.78
1812,TARC,TARC Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,3562.7
1702,SOBHA,Sobha Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,13669.23
27,ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,30392.2
531,ENTERO,Entero Healthcare Solutions Limited,Consumer Discretionary,Consumer Services,Retailing,Pharmacy Retail,5697.68
1502,RETAIL,JHS Svendgaard Retail Ventures Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,21.97
522,EMIL,Electronics Mart India Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,5600.79
1799,SWIGGY,Swiggy Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,92000.18
1413,PRAXIS,Praxis Home Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,241.09
1131,MATRIMONY,Matrimony.Com Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,1250.68
938,JUSTDIAL,Just Dial Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,7176.97
647,GOCOLORS,Go Fashion (India) Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,4817.6
149,ARVINDFASN,Arvind Fashions Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,6281.53
1890,TRENT,Trent Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,193760.22
1997,VMM,Vishal Mega Mart Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,45876.22
1996,VMART,V-Mart Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,5572.67
1751,STYLEBAAZA,Baazar Style Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,2163.16
463,DIGIDRIVE,Digidrive Distributors Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,134.97
195,AVL,Aditya Vision Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,6025.29
819,INDIAMART,Indiamart Intermesh Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,12498.69
875,ISFT,Intrasoft Technologies Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,206.75
1294,NYKAA,FSN E-Commerce Ventures Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,47738.65
1149,MEDPLUS,Medplus Health Services Limited,Consumer Discretionary,Consumer Services,Retailing,Pharmacy Retail,8487.49
2059,ZOMATO,Zomato Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,201981.84
250,BCONCEPTS,Brand Concepts Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,491.34
332,CARTRADE,Cartrade Tech Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,6512.97
1118,MANYAVAR,Vedant Fashions Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,26478.54
1653,SHOPERSTOP,Shoppers Stop Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,6336.61
1947,V2RETAIL,V2 Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,6129.23
1330,OSIAHYPER,Osia Hyper Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,370.15
474,DMART,Avenue Supermarts Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,233938.54
563,FEL,Future Enterprises Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,26.84
946,KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,2432.08
1537,RTNINDIA,RattanIndia Enterprises Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,7132.51
1203,MUFTI,Credo Brands Marketing Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,906.15
1720,SPENCERS,Spencer's Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,706.63
573,FIRSTCRY,Brainbees Solutions Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,23207.53
564,FELDVR,Future Enterprises Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,19.1
577,FLFL,Future Lifestyle Fashions Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,40.35
1639,SHANKARA,Shankara Building Products Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,1429.98
1227,NAUKRI,Info Edge (India) Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,92695.41
1576,SANCO,Sanco Industries Limited,SERVICES,SERVICES,TRADING,TRADING,5.15
1195,MRO-TEK,MRO-TEK Realty Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,148.26
280,BIRLACABLE,Birla Cable Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,518.4
1315,OPTIEMUS,Optiemus Infracom Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,5050.12
1841,TEJASNET,Tejas Networks Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,15124.86
880,ITI,ITI Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,31132.74
82,AKSHOPTFBR,Aksh Optifibre Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,153.1
961,KAVVERITEL,Kavveri Telecom Products Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,88.69
1748,STLTECH,Sterlite Technologies Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,4900.41
1875,TNTELE,Tamilnadu Telecommunication Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,44.21
1900,TTML,Tata Teleservices (Maharashtra) Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,13528.1
1926,UNIINFO,Uniinfo Telecom Services Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,34.16
690,GTL,GTL Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,166.73
789,IDEA,Vodafone Idea Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,62520.74
1982,VINDHYATEL,Vindhya Telelinks Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,1899.69
842,INDUSTOWER,Indus Towers Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,93245.86
1201,MTNL,Mahanagar Telephone Nigam Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,2718.45
691,GTLINFRA,GTL Infrastructure Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,2305.64
1150,MEGASOFT,Megasoft Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,541.47
1818,TATACOMM,Tata Communications Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,44374.5
1791,SUYOG,Suyog Telematics Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,1655.05
1453,RAILTEL,Railtel Corporation Of India Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,11295.43
271,BHARTIARTL,Bharti Airtel Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,922116.16
1525,ROUTE,ROUTE MOBILE LIMITED,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,7559.71
272,BHARTIHEXA,Bharti Hexacom Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,65000.0
737,HFCL,HFCL Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,13530.83
991,KITEX,Kitex Garments Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,3863.32
2058,ZODIACLOTH,Zodiac Clothing Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,303.11
96,ALOKINDS,Alok Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,8997.02
234,BANG,Bang Overseas Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,82.42
239,BANSWRAS,Banswara Syntex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,417.77
1955,VARDMNPOLY,Vardhman Polytex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,516.62
1490,RELCHEMQ,Reliance Chemotex Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,134.95
872,IRISDOREME,Iris Clothings Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,466.34
242,BASML,Bannari Amman Spinning Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,264.62
1120,MARALOVER,Maral Overseas Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,330.4
102,AMBIKCO,Ambika Cotton Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,827.26
1580,SANGAMIND,Sangam (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,1894.3
992,KKCL,Kewal Kiran Clothing Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,3216.83
1031,LAMBODHARA,Lambodhara Textiles Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,147.36
99,ALPSINDUS,Alps Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,10.6
2020,WELSPUNLIV,Welspun Living Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,14003.63
1028,LAGNAM,Lagnam Spintex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,207.43
1960,VCL,Vaxtex Cotfab Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,15.44
1029,LAL,Lorenzini Apparels Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,297.98
1715,SPAL,S. P. Apparels Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,1939.66
1039,LAXMICOT,Laxmi Cotspin Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,44.84
266,BHANDARI,Bhandari Hosiery Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,146.67
1459,RAJRILTD,Raj Rayon Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,1040.99
205,AYMSYNTEX,AYM Syntex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,1303.54
1360,PDSL,PDS Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,6772.4
1074,LUXIND,Lux Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,4652.09
1064,LOYALTEX,Loyal Textile Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,141.6
2007,VTL,Vardhman Textiles Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,12839.36
2015,WEIZMANIND,Weizmann Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,185.93
148,ARVIND,Arvind Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,8473.43
1725,SPORTKING,Sportking India Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,1165.89
1008,KPRMILL,K.P.R. Mill Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,29975.38
1688,SIYSIL,Siyaram Silk Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,3624.84
1535,RSWM,RSWM Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,734.79
909,JINDWORLD,Jindal Worldwide Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,8201.28
1722,SPLIL,SPL Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,150.8
1543,RUPA,Rupa & Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,1710.57
157,ASHIMASYN,Ashima Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,532.62
1993,VIVIDHA,Visagar Polytex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,27.22
19,AARVEEDEN,Aarvee Denims & Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,303.57
1381,PIONEEREMB,Pioneer Embroideries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,138.63
1478,RAYMONDLSL,Raymond Lifestyle Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,9924.46
891,JAIPURKURT,Nandani Creation Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,71.65
