,symbol,name of company,macro sector,sector,industry,basic industry,market cap
970,KEEPLEARN,DSJ Keep Learning Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,61.04
689,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,36.17
1881,TOUCHWOOD,Touchwood Entertainment Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,132.96
1921,UMESLTD,Usha Martin Education & Solutions Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,16.19
380,COMPUSOFT,Compucom Software Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,179.22
1193,MPSLTD,MPS Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,4216.93
631,GLOBAL,Global Education Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,313.55
1263,NIITMTS,NIIT Learning Systems Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,6336.85
1262,NIITLTD,NIIT Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,1931.01
1887,TREEHOUSE,Tree House Education & Accessories Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,68.29
372,CLEDUCATE,CL Educate Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,600.49
1967,VERANDA,Veranda Learning Solutions Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,1656.08
1041,LCCINFOTEC,LCC Infotech Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,113.93
131,APTECHT,Aptech Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,888.9
2049,ZEELEARN,Zee Learn Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,258.71
1446,RACE,Race Eco Chain Limited,Utilities,Utilities,Other Utilities,Waste Management,569.49
2009,WABAG,VA Tech Wabag Limited,Utilities,Utilities,Other Utilities,Water Supply & Management,7561.73
352,CEWATER,Concord Enviro Systems Limited,Utilities,Utilities,Other Utilities,Waste Management,1350.43
850,INOXGREEN,Inox Green Energy Services Limited,Utilities,Utilities,Other Utilities,Other Utilities,5101.53
863,IONEXCHANG,ION Exchange (India) Limited,Utilities,Utilities,Other Utilities,Water Supply & Management,8107.0
913,JITFINFRA,JITF Infralogistics Limited,Utilities,Utilities,Other Utilities,Water Supply & Management,1436.84
200,AWHCL,Antony Waste Handling Cell Limited,Utilities,Utilities,Other Utilities,Waste Management,1563.29
525,EMSLIMITED,EMS Limited,Utilities,Utilities,Other Utilities,Waste Management,4276.98
505,EIEL,Enviro Infra Engineers Limited,Utilities,Utilities,Other Utilities,Water Supply & Management,4264.5
1086,MAGNUM,Magnum Ventures Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,227.46
637,GLOSTERLTD,Gloster Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Jute & Jute Products,700.37
1542,RUCHIRA,Ruchira Papers Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,343.22
612,GENUSPAPER,Genus Paper & Boards Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,488.54
362,CHEVIOT,Cheviot Company Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Jute & Jute Products,709.5
1359,PDMJEPAPER,Pudumjee Paper Products Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,1272.33
2036,WSTCSTPAPR,West Coast Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,3467.57
1027,KUANTUM,Kuantum Papers Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,999.17
1463,RAMANEWS,Shree Rama Newsprint Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,235.3
173,ASTRON,Astron Paper & Board Mill Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,81.56
1596,SATIA,Satia Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,850.6
917,JKPAPER,JK Paper Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,6389.01
1659,SHRENIK,Shrenik Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,43.45
224,BALKRISHNA,Balkrishna Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,69.63
30,ABREL,Aditya Birla Real Estate Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,21384.7
1326,ORIENTPPR,Orient Paper & Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,630.19
111,ANDHRAPAP,ANDHRA PAPER LIMITED,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,1682.07
1740,STARPAPER,Star Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,292.66
1874,TNPL,Tamil Nadu Newsprint & Papers Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,1162.74
1336,PAKKA,PAKKA LIMITED,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,1120.5
1626,SESHAPAPER,Seshasayee Paper and Boards Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,1832.13
519,EMAMIPAP,Emami Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,613.76
1098,MALUPAPER,Malu Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,67.38
1660,SHREYANIND,Shreyans Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,279.54
1283,NRAIL,N R Agarwal Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,527.93
406,CUPID,Cupid Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,1046.45
411,DABUR,Dabur India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,93046.54
211,BAJAJCON,Bajaj Consumer Care Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,2490.93
379,COLPAL,Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,72620.16
653,GODREJCP,Godrej Consumer Products Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,114914.47
518,EMAMILTD,Emami Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,24182.1
767,HONASA,Honasa Consumer Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,7306.92
903,JHS,JHS Svendgaard Laboratories Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,158.37
1372,PGHH,Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,45769.64
623,GILLETTE,Gillette India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,28254.32
1196,MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,21625.32
698,GULFOILLUB,Gulf Oil Lubricants India Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,4784.29
594,GANDHAR,Gandhar Oil Refinery (India) Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,1671.62
1492,RELIANCE,Reliance Industries Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,1671248.05
861,IOC,Indian Oil Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,173959.54
1712,SOTL,Savita Oil Technologies Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,3208.63
699,GULFPETRO,GP Petroleums Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,244.16
751,HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,74526.98
301,BPCL,Bharat Petroleum Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,112258.83
1341,PANAMAPET,Panama Petrochem Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,2026.54
1962,VEEDOL,Veedol Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,2538.68
334,CASTROLIND,Castrol India Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,16734.96
361,CHENNPETRO,Chennai Petroleum Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,7788.07
864,IPCALAB,IPCA Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,35183.7
1952,VALIANTLAB,Valiant Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,422.16
862,IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,2078.17
1950,VAISHALI,Vaishali Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.98
286,BLISSGVS,Bliss GVS Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1567.85
1768,SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,410526.21
888,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1495.53
839,INDSWFTLTD,Ind-Swift Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,108.49
838,INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,614.8
1777,SUPRIYA,Supriya Lifescience Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5062.77
829,INDOCO,Indoco Remedies Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,2295.34
1789,SUVENPHAR,Suven Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,24565.52
293,BLUEJET,Blue Jet Healthcare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,9974.26
848,INNOVACAP,Innova Captab Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5207.47
898,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,26629.94
2056,ZIMLAB,Zim Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,480.63
17,AARTIPHARM,Aarti Pharmalabs Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5356.0
1035,LASA,Lasa Supergenerics Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,129.01
214,BAJAJHCARE,Bajaj Healthcare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1868.47
2063,ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,91758.48
1717,SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5240.02
223,BALAXI,BALAXI PHARMACEUTICALS LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,375.41
1010,KREBSBIO,Krebs Biochemicals and Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,197.43
999,KOPRAN,Kopran Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,890.24
279,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,82.43
982,KILITCH,Kilitch Drugs (India) Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,500.88
1737,STAR,Strides Pharma Science Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5197.06
227,BALPHARMA,Bal Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,165.66
2060,ZOTA,Zota Health Care LImited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,2417.9
1966,VENUSREM,Venus Remedies Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,361.24
936,JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,14080.45
15,AARTIDRUGS,Aarti Drugs Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,3563.18
278,BIOCON,Biocon Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,43197.59
12,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,124.4
24,ABBOTINDIA,Abbott India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,54609.22
105,AMIORG,Ami Organics Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,7695.68
97,ALPA,Alpa Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,235.42
627,GLAND,Gland Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,24547.18
383,CONCORDBIO,Concord Biotech Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,21027.86
117,ANUHPHR,Anuh Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,966.66
89,ALIVUS,Alivus Life Sciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,13956.49
207,BAFNAPH,Bafna Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,185.7
426,DCAL,Dishman Carbogen Amcis Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,3429.63
1038,LAURUSLABS,Laurus Labs Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,27594.17
628,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,34153.1
560,FDC,FDC Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,7569.04
537,ERIS,Eris Lifesciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,15763.77
469,DIVISLAB,Divi's Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,142784.93
108,AMRUTANJAN,Amrutanjan Health Care Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1942.79
521,EMCURE,Emcure Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,22187.21
1878,TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,112600.8
2027,WINDLAS,Windlas Biotech Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1886.34
489,DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,98783.28
91,ALKEM,Alkem Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,58586.85
185,AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,66214.29
629,GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,39732.09
125,APLLTD,Alembic Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,17690.68
740,HIKAL,Hikal Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,4192.23
1802,SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1590.48
306,BROOKS,Brooks Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,404.2
734,HESTERBIO,Hester Biosciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1775.38
326,CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,14480.23
1983,VINEETLAB,Vineet Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,44.59
52,ADVENZYMES,Advanced Enzyme Technologies Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology,3678.64
2032,WOCKPHARMA,Wockhardt Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,20731.47
693,GUFICBIO,Gufic Biosciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,4073.27
172,ASTRAZEN,AstraZeneca Pharma India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,17747.5
669,GRANULES,Granules India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,12532.08
370,CIPLA,Cipla Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,115246.52
1922,UNICHEMLAB,Unichem Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,4893.55
83,AKUMS,Akums Drugs and Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,8735.37
86,ALBERTDAVD,Albert David Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,650.33
2011,WANBURY,Wanbury Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,727.51
74,AJANTPHARM,Ajanta Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,32116.15
1853,THEMISMED,Themis Medicare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,2077.81
1527,RPGLIFE,RPG Life Sciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,3622.29
1343,PAR,Par Drugs And Chemicals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,249.77
1148,MEDICO,Medico Remedies Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,607.61
1147,MEDICAMEQ,Medicamen Biotech Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,555.37
1408,PPLPHARMA,Piramal Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,28675.93
1311,ONESOURCE,Onesource Specialty Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,17660.91
1562,SAILIFE,Sai Life Sciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,13727.31
1076,LYKALABS,Lyka Labs Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,506.8
1317,ORCHPHARMA,Orchid Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,6765.93
1073,LUPIN,Lupin Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,92706.86
1329,ORTINGLOBE,ORTIN GLOBAL LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,12.98
1124,MARKSANS,Marksans Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,10246.03
1584,SANOFI,Sanofi India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,12100.29
1339,PANACEABIO,Panacea Biotec Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,2008.72
1187,MOREPENLAB,Morepen Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,3291.01
1563,SAKAR,Sakar Healthcare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,622.81
1368,PFIZER,Pfizer Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,20202.2
1373,PGHL,Procter & Gamble Health Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,8704.72
1585,SANOFICONR,Sanofi Consumer Healthcare India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,10824.39
1113,MANKIND,Mankind Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,101413.07
1108,MANGALAM,Mangalam Drugs And Organics Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,160.34
1699,SMSLIFE,SMS Lifesciences India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,389.67
1053,LINCOLN,Lincoln Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1364.02
1622,SENORES,Senores Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,2317.42
1704,SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1816.95
1647,SHILPAMED,Shilpa Medicare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,6630.71
1624,SEQUENT,Sequent Scientific Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,3879.68
1257,NGLFINE,NGL Fine-Chem Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1013.2
1252,NEULANDLAB,Neuland Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,17006.15
1224,NATCOPHARM,Natco Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,20594.95
1669,SIGACHI,Sigachi Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1533.86
1244,NECLIFE,Nectar Lifesciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,779.53
1700,SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1607.54
1823,TATAPOWER,Tata Power Company Limited,Utilities,Power,Power,Integrated Power Utilities,110526.79
642,GMRP&UI,GMR Power and Urban Infra Limited,Utilities,Power,Power,Power Generation,7448.59
625,GIPCL,Gujarat Industries Power Company Limited,Utilities,Power,Power,Power Generation,2752.62
1228,NAVA,NAVA LIMITED,Utilities,Power,Power,Power Generation,11753.35
484,DPSCLTD,DPSC Limited,Utilities,Power,Power,Integrated Power Utilities,1404.2
1879,TORNTPOWER,Torrent Power Limited,Utilities,Power,Power,Integrated Power Utilities,73930.21
1259,NHPC,NHPC Limited,Utilities,Power,Power,Power Generation,73579.88
836,INDOWIND,Indowind Energy Limited,Utilities,Power,Power,Power Generation,269.07
351,CESC,CESC Limited,Utilities,Power,Power,Integrated Power Utilities,17537.3
1289,NTPCGREEN,NTPC Green Energy Limited,Utilities,Power,Power,Power Generation,92689.63
1782,SURANAT&P,Surana Telecom and Power Limited,Utilities,Power,Power,Power Generation,275.59
1276,NLCINDIA,NLC India Limited,Utilities,Power,Power,Power Generation,28842.04
528,ENERGYDEV,Energy Development Company Limited,Utilities,Power,Power,Power Generation,106.26
1288,NTPC,NTPC Limited,Utilities,Power,Power,Power Generation,309808.48
677,GREENPOWER,Orient Green Power Company Limited,Utilities,Power,Power,Power Generation,1687.98
958,KARMAENG,Karma Energy Limited,Utilities,Power,Power,Power Generation,71.62
1004,KPEL,K.P. Energy Limited,Utilities,Power,Power,Power Generation,2273.46
1403,POWERGRID,Power Grid Corporation of India Limited,Utilities,Power,Power,Power - Transmission,264974.2
45,ADANIPOWER,Adani Power Limited,Utilities,Power,Power,Integrated Power Utilities,191959.85
1528,RPOWER,Reliance Power Limited,Utilities,Power,Power,Power Generation,14898.95
43,ADANIGREEN,Adani Green Energy Limited,Utilities,Power,Power,Power Generation,156660.81
1494,RELINFRA,Reliance Infrastructure Limited,Utilities,Power,Power,Integrated Power Utilities,9526.96
1434,PTC,PTC India Limited,Utilities,Power,Power,Power Trading,3987.23
925,JPPOWER,Jaiprakash Power Ventures Limited,Utilities,Power,Power,Power Generation,10266.48
928,JSWENERGY,JSW Energy Limited,Utilities,Power,Power,Power Generation,88087.53
41,ADANIENSOL,Adani Energy Solutions Limited,Utilities,Power,Power,Power Distribution,90072.17
1690,SJVN,SJVN Limited,Utilities,Power,Power,Power Generation,35387.81
1538,RTNPOWER,RattanIndia Power Limited,Utilities,Power,Power,Integrated Power Utilities,5960.82
1005,KPIGREEN,KPI Green Energy Limited,Utilities,Power,Power,Power Generation,6248.32
1232,NAVNETEDUL,Navneet Education Limited,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication,3146.85
1608,SCHAND,S Chand And Company Limited,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication,672.79
1500,REPRO,Repro India Limited,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication,694.26
845,INFOMEDIA,Infomedia Press Limited,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication,32.43
87,ALEMBICLTD,Alembic Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,2817.67
1477,RAYMOND,Raymond Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,9819.63
1545,RUSTOMJEE,Keystone Realtors Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,7309.11
1264,NILAINFRA,Nila Infrastructures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,433.28
520,EMBDL,Equinox India Developments Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,8699.92
1375,PHOENIXLTD,The Phoenix Mills Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,54249.07
62,AGIIL,Agi Infra Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,1945.88
1546,RVHL,Ravinder Heights Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,373.47
598,GANESHHOUC,Ganesh Housing Corporation Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,10531.79
607,GEECEE,GeeCee Ventures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,824.65
609,GENCON,Generic Engineering Construction and Projects Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,206.31
1499,REPL,Rudrabhishek Enterprises Limited,Consumer Discretionary,Realty,Realty,Real Estate related services,475.27
655,GODREJPROP,Godrej Properties Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,65356.82
